yearID,teamID,lgID,divID,G,W,R,RA,payroll,log_payroll,payroll_z_by_year,W_pct,pythag_win_pct
2012,LAN,NL,W,162,86,637.0,597.0,95143575,18.370897624465933,0.09699810280531203,0.5308641975308642,0.5323808874042546
2013,LAN,NL,W,162,92,649.0,582.0,223362196,19.224305209151844,1.7679848121312292,0.5679012345679012,0.554266539461131
2014,LAN,NL,W,162,94,718.0,617.0,217014600,19.19547519034745,1.9854662686300109,0.5802469135802469,0.5752248628395259
2015,LAN,NL,W,162,92,667.0,595.0,215792000,19.189825538738777,2.040419451602089,0.5679012345679012,0.5568671972202265
2016,LAN,NL,W,162,91,725.0,638.0,221288380,19.214977295734872,1.6971093283733443,0.5617283950617284,0.563570784490532
2012,MIA,NL,E,162,69,609.0,724.0,118078000,18.586855981003616,0.7397417769366351,0.42592592592592593,0.41436578899444393
2013,MIA,NL,E,162,62,513.0,646.0,33601900,17.330093170953724,-1.909159377811578,0.38271604938271603,0.386737400530504
2014,MIA,NL,E,162,77,645.0,674.0,41836900,17.54928928319781,-2.157997268602867,0.47530864197530864,0.4780242697641391
2015,MIA,NL,E,162,71,613.0,678.0,68056500,18.035848800501665,-1.5012602054060915,0.4382716049382716,0.44977874278983976
2016,MIA,NL,E,161,79,655.0,682.0,77314202,18.163388222425997,-1.0899874985215505,0.4906832298136646,0.47981376705672096
1998,MIL,NL,C,162,74,707.0,812.0,33914904,17.339365121752383,-0.33568675032431516,0.4567901234567901,0.43120429471192456
1999,MIL,NL,C,161,74,815.0,886.0,43377395,17.58544901084527,-0.09430036405618127,0.45962732919254656,0.4583324420499013
2000,MIL,NL,C,163,73,740.0,826.0,36505333,17.412968917468795,-0.7373358984635366,0.44785276073619634,0.4452481388367608
2001,MIL,NL,C,162,68,740.0,806.0,43886833,17.597124901394032,-0.8163760521285887,0.41975308641975306,0.45738684770588256
2002,MIL,NL,C,162,56,627.0,821.0,50287833,17.733273717142193,-0.6449426236606441,0.345679012345679,0.3683846060140371
2003,MIL,NL,C,162,68,714.0,873.0,40627000,17.51994342817161,-1.194917404287349,0.41975308641975306,0.400806651335574
2004,MIL,NL,C,161,67,634.0,757.0,27528500,17.130732389619116,-1.885687671823233,0.4161490683229814,0.41226044994641053
2005,MIL,NL,C,162,81,726.0,697.0,39934833,17.502759508529465,-1.281197772087833,0.5,0.5203710194148398
2006,MIL,NL,C,162,75,730.0,833.0,57568333,17.86848320017926,-0.46249434646241067,0.46296296296296297,0.434386027263042
2007,MIL,NL,C,162,83,801.0,776.0,70986500,18.078000276081458,-0.14485648464912365,0.5123456790123457,0.515848902174586
2008,MIL,NL,C,162,90,750.0,689.0,80937499,18.209187797502917,-0.02531672286904475,0.5555555555555556,0.5423145115650377
2009,MIL,NL,C,162,80,785.0,818.0,80182502,18.199815869481,-0.10704965102857267,0.49382716049382713,0.4794223203192285
2010,MIL,NL,C,162,77,750.0,804.0,81108278,18.211295585393344,-0.0815590873887013,0.47530864197530864,0.4652928739465769
2011,MIL,NL,C,162,96,721.0,638.0,85497333,18.26399574043802,0.02450605519943188,0.5925925925925926,0.5608473543104053
2012,MIL,NL,C,162,83,776.0,733.0,97653944,18.396940603616248,0.1745082319467052,0.5123456790123457,0.5284725726547108
2013,MIL,NL,C,162,74,640.0,687.0,76947033,18.15862786000093,-0.3007641947178519,0.4567901234567901,0.46462613816955906
2014,MIL,NL,C,162,82,650.0,657.0,101217000,18.432777284899597,0.06574933543201461,0.5061728395061729,0.49464437703492015
2015,MIL,NL,C,162,68,655.0,737.0,100850000,18.429144822364496,-0.2941920959208358,0.41975308641975306,0.4412956673256572
2016,MIL,NL,C,162,73,671.0,733.0,68775237,18.046354310788605,-1.4001702990496292,0.4506172839506173,0.45592640223588143
1985,MIN,AL,W,162,77,705.0,782.0,5764821,15.567284661767,-1.9919359844965396,0.47530864197530864,0.44835636494191955
1986,MIN,AL,W,162,71,741.0,839.0,8748167,15.984354750674314,-0.9705334536331283,0.4382716049382716,0.43821238912627436
1987,MIN,AL,W,162,85,786.0,806.0,6397500,15.67141784701608,-0.6025212959650768,0.5246913580246914,0.48743916833408024
1988,MIN,AL,W,162,91,759.0,672.0,12462666,16.3382480131234,0.3868521859775135,0.5617283950617284,0.5605727547401147
1989,MIN,AL,W,162,80,740.0,738.0,15531666,16.558391465610722,0.5585238629854717,0.49382716049382713,0.5013531774951384
1990,MIN,AL,W,162,74,666.0,729.0,14602000,16.49666906359817,-0.5539105684022042,0.4567901234567901,0.4549306305557863
1991,MIN,AL,W,162,95,776.0,652.0,23361833,16.966614180311645,0.11367007099110346,0.5864197530864198,0.5861848765672455
1992,MIN,AL,W,162,90,747.0,653.0,28027834,17.14870864580624,-0.13095669618736766,0.5555555555555556,0.5668415246368921
1993,MIN,AL,W,162,71,693.0,830.0,28217933,17.155468255781454,-0.2466759750325008,0.4382716049382716,0.4107680030517924
1994,MIN,AL,C,113,53,594.0,688.0,28438500,17.16325441889234,-0.42050068646447036,0.4690265486725664,0.4270691616838945
1995,MIN,AL,C,144,56,703.0,889.0,25410500,17.050673032395157,-0.7751039473277607,0.3888888888888889,0.3847391652978132
1996,MIN,AL,C,162,78,877.0,900.0,23117000,16.956078835563712,-1.0703266313447597,0.48148148148148145,0.48705900531242224
1997,MIN,AL,C,162,68,772.0,861.0,34072500,17.344001165283807,-0.24994049034035407,0.41975308641975306,0.4456604888189306
1998,MIN,AL,C,162,70,734.0,818.0,27927500,17.14512242442714,-0.7796195428782388,0.43209876543209874,0.4460343742755903
1999,MIN,AL,C,161,63,686.0,845.0,21257500,16.872220332242083,-1.6588687171924306,0.391304347826087,0.39725448054694285
2000,MIN,AL,C,162,69,748.0,880.0,16519500,16.620052059255244,-2.5038071130259083,0.42592592592592593,0.41944847605224966
2001,MIN,AL,C,162,85,771.0,766.0,24130000,16.998966437601215,-2.3248104965968595,0.5246913580246914,0.5032530560101321
2002,MIN,AL,C,161,94,768.0,712.0,40425000,17.514958963427446,-1.2565791981572643,0.5838509316770186,0.5377837427787827
2003,MIN,AL,C,162,90,801.0,758.0,55505000,17.831983664748886,-0.41944532011204055,0.5555555555555556,0.5275608161721477
2004,MIN,AL,C,162,92,780.0,715.0,53585000,17.796779736129235,-0.3586041985620422,0.5679012345679012,0.5433962264150943
2005,MIN,AL,C,162,83,688.0,662.0,56186000,17.844178173510507,-0.4351480966096567,0.5123456790123457,0.5192521182815044
2006,MIN,AL,C,162,96,801.0,683.0,63396006,17.964911420577643,-0.24759023030160343,0.5925925925925926,0.5790152424442058
2007,MIN,AL,C,162,79,718.0,725.0,71439500,18.084361495627846,-0.1303310281846225,0.4876543209876543,0.4951491093013584
2008,MIN,AL,C,163,88,829.0,745.0,56932766,17.85738158572979,-0.8263070269882427,0.5398773006134969,0.553215655906223
2009,MIN,AL,C,163,87,817.0,765.0,65299266,17.994491353754697,-0.6826561243009581,0.5337423312883436,0.5328343101458114
2010,MIN,AL,C,162,94,781.0,671.0,97559166,18.39596958268997,0.3820714478442585,0.5802469135802469,0.5753252682036065
2011,MIN,AL,C,162,63,619.0,804.0,112737000,18.54056823036477,0.6591595787959968,0.3888888888888889,0.3721538068546597
2012,MIN,AL,C,162,66,701.0,832.0,94085000,18.35970918696088,0.06369863921854106,0.4074074074074074,0.4151661210265076
2013,MIN,AL,C,162,66,614.0,788.0,75337500,18.137488576773436,-0.34180088487292043,0.4074074074074074,0.3777742148826583
2014,MIN,AL,C,162,70,715.0,777.0,83762500,18.243495971263563,-0.410673295769112,0.43209876543209874,0.45851667423050635
2015,MIN,AL,C,162,83,696.0,700.0,107755000,18.495370689583808,-0.09093773304981397,0.5123456790123457,0.4971346940115926
2016,MIN,AL,C,162,59,722.0,889.0,102583200,18.446184734603587,-0.3404729954209662,0.36419753086419754,0.39743977798193814
1985,ML4,AL,E,161,71,690.0,802.0,11284107,16.238905833512096,0.5514596559464064,0.4409937888198758,0.425353612602117
1986,ML4,AL,E,161,77,667.0,734.0,9943642,16.1124439099156,-0.5037765227298339,0.4782608695652174,0.4522861398167022
1987,ML4,AL,E,162,91,862.0,817.0,7293224,15.802456255878349,-0.3896297321129261,0.5617283950617284,0.5267824290534145
1988,ML4,AL,E,162,87,682.0,616.0,8402000,15.943980330711465,-0.8678590153384302,0.5370370370370371,0.5507163323782235
1989,ML4,AL,E,162,81,707.0,679.0,11533000,16.260723049208075,-0.557304542541217,0.5,0.5201937786843447
1990,ML4,AL,E,162,74,732.0,760.0,19719167,16.79710166486726,0.7236554285285216,0.4567901234567901,0.48123985112589635
1991,ML4,AL,E,162,83,799.0,744.0,23115500,16.956013946146072,0.07853924598941242,0.5123456790123457,0.5355996164226801
1992,ML4,AL,E,162,92,740.0,604.0,31013667,17.24993853626211,0.15432351295972088,0.5679012345679012,0.6001648370918529
1993,ML4,AL,E,162,69,733.0,792.0,23806834,16.985483240281226,-0.7516457252607253,0.42592592592592593,0.46136929791945924
1994,ML4,AL,C,115,53,547.0,586.0,24350500,17.008062941162958,-0.9785393595314794,0.4608695652173913,0.46561884828160377
1995,ML4,AL,C,144,65,740.0,747.0,17798825,16.69464300184752,-1.8975124403675583,0.4513888888888889,0.4952926396221449
1996,ML4,AL,C,162,80,894.0,899.0,21730000,16.894204352232613,-1.264162397429063,0.49382716049382713,0.49721139926479235
1997,ML4,AL,C,161,78,681.0,742.0,23655338,16.979099355679185,-1.163894345888288,0.484472049689441,0.45721144603554087
1985,MON,NL,E,161,84,633.0,636.0,9470166,16.0636569940477,-0.1121988959844077,0.5217391304347826,0.4976359470183871
1986,MON,NL,E,161,78,637.0,688.0,11103600,16.222779938025123,-0.1017120064701335,0.484472049689441,0.46156637428862957
1987,MON,NL,E,162,91,741.0,720.0,6942052,15.753107966012518,-0.4698034360992775,0.5617283950617284,0.5143707475823925
1988,MON,NL,E,163,81,628.0,592.0,9603333,16.07762078368243,-0.44256376347852144,0.49693251533742333,0.5294825252937512
1989,MON,NL,E,162,81,632.0,630.0,13807389,16.440714441615984,0.11740428557770921,0.5,0.5015847820736283
1990,MON,NL,E,162,85,662.0,598.0,16586388,16.624092916942868,-0.012050658580816902,0.5246913580246914,0.5506629406620359
1991,MON,NL,E,161,71,579.0,655.0,10732333,16.18877151874549,-2.4642215109779717,0.4409937888198758,0.4386443986779472
1992,MON,NL,E,162,87,648.0,581.0,15822334,16.57693304418772,-1.7423015517470475,0.5370370370370371,0.5543543266025492
1993,MON,NL,E,163,94,732.0,682.0,18899333,16.754637188401837,-1.4374136608382646,0.5766871165644172,0.5353165199390978
1994,MON,NL,E,114,74,585.0,454.0,19098000,16.765094175492283,-1.852208259237578,0.6491228070175439,0.6241098148779682
1995,MON,NL,E,144,66,621.0,638.0,12364000,16.330299582234144,-3.046129448680573,0.4583333333333333,0.48649968146237155
1996,MON,NL,E,162,88,741.0,668.0,16264500,16.604495376562483,-2.1717410666523693,0.5432098765432098,0.5516710957947564
1997,MON,NL,E,162,78,691.0,740.0,19295500,16.77538246606719,-1.6741352704341417,0.48148148148148145,0.4657983125235957
1998,MON,NL,E,162,65,644.0,783.0,10641500,16.180272009384996,-2.9847409968357526,0.4012345679012346,0.4035083793447328
1999,MON,NL,E,162,68,718.0,853.0,17903000,16.70047885453341,-2.035608028166404,0.41975308641975306,0.4146973815352018
2000,MON,NL,E,162,67,738.0,902.0,32994333,17.31184637741121,-0.9626181008846184,0.41358024691358025,0.400990099009901
2001,MON,NL,E,162,68,670.0,812.0,35159500,17.37540540997479,-1.3755076838137608,0.41975308641975306,0.40505520444956167
2002,MON,NL,E,162,83,735.0,718.0,38670500,17.470587593419722,-1.380891239810238,0.5123456790123457,0.5116983298113472
2003,MON,NL,E,162,83,711.0,716.0,51948500,17.765763401175423,-0.5840137308119684,0.5123456790123457,0.4964961887766076
2004,MON,NL,E,162,67,635.0,769.0,40897500,17.526579494450463,-0.9781071899046608,0.41358024691358025,0.4054199435745124
1985,NYA,AL,E,161,97,839.0,660.0,14238204,16.471439332398347,1.4320523355778685,0.6024844720496895,0.6177341181075207
1986,NYA,AL,E,162,90,797.0,738.0,18494253,16.732970593138617,1.7574228786900457,0.5555555555555556,0.538379781210032
1987,NYA,AL,E,162,89,788.0,758.0,17099714,16.654572296186824,0.9947606766217175,0.5493827160493827,0.5193976117265631
1988,NYA,AL,E,161,85,772.0,748.0,19441152,16.782902614500067,1.801913916756308,0.5279503105590062,0.5157855382314659
1989,NYA,AL,E,161,74,698.0,792.0,17114375,16.655429311605083,0.9222762095735906,0.45962732919254656,0.43716284361686475
1990,NYA,AL,E,162,67,603.0,749.0,20912318,16.855848921310475,0.9734735139419548,0.41358024691358025,0.39325661630308995
1991,NYA,AL,E,162,71,674.0,777.0,27344168,17.124013828262463,0.6353169894570185,0.4382716049382716,0.4293703715955974
1992,NYA,AL,E,162,76,733.0,746.0,37543334,17.44100639711303,0.6927798825099702,0.4691358024691358,0.4912109562490572
1993,NYA,AL,E,162,88,821.0,761.0,42974900,17.576126782296214,1.0029625912871714,0.5432098765432098,0.537872198486708
1994,NYA,AL,E,113,70,670.0,534.0,45731334,17.63829426643116,1.2876511402535837,0.6194690265486725,0.6115337249474154
1995,NYA,AL,E,145,79,749.0,688.0,48874851,17.704773527671808,1.286991629471684,0.5448275862068965,0.5423731926968275
1996,NYA,AL,E,162,92,871.0,787.0,54191792,17.808040015827423,1.5986338053317506,0.5679012345679012,0.5505337406840298
1997,NYA,AL,E,162,96,891.0,688.0,62241545,17.9465332607911,1.2591957136618857,0.5925925925925926,0.6264720156246918
1998,NYA,AL,E,162,114,965.0,656.0,66806867,18.017316432624575,1.213739934927816,0.7037037037037037,0.683939243265634
1999,NYA,AL,E,162,98,900.0,731.0,86734359,18.27836066082348,1.425699702680459,0.6049382716049383,0.6025167347163448
2000,NYA,AL,E,161,87,871.0,814.0,92338260,18.34096913146077,1.33007589653584,0.5403726708074534,0.5337892272717358
2001,NYA,AL,E,161,95,804.0,713.0,112287143,18.536569925175794,1.5527139438086044,0.5900621118012422,0.5597717324004036
2002,NYA,AL,E,161,103,897.0,697.0,125928583,18.651225502635707,1.9268161607498273,0.639751552795031,0.6235258652622638
2003,NYA,AL,E,163,101,877.0,716.0,152749814,18.844311938339295,2.096359451739355,0.6196319018404908,0.6000452493983001
2004,NYA,AL,E,162,101,897.0,808.0,184193950,19.031499836512097,2.472306650760621,0.6234567901234568,0.5520575681333376
2005,NYA,AL,E,162,95,886.0,789.0,208306817,19.154522632531982,2.811940062385121,0.5864197530864198,0.5577168872560687
2006,NYA,AL,E,162,97,930.0,767.0,194663079,19.08678082216004,2.252656597845404,0.5987654320987654,0.5951737867545103
2007,NYA,AL,E,162,94,968.0,777.0,189259045,19.05862724306312,2.0943453245221093,0.5802469135802469,0.6081597764210097
2008,NYA,AL,E,162,89,789.0,727.0,207896789,19.152552307783523,2.1225300197354025,0.5493827160493827,0.5408288084792147
2009,NYA,AL,E,162,103,915.0,753.0,201449189,19.12104774378067,2.475530555509387,0.6358024691358025,0.5962147334418623
2010,NYA,AL,E,162,95,859.0,693.0,206333389,19.145003811770707,2.262548101949035,0.5864197530864198,0.6057489758892729
2011,NYA,AL,E,162,97,867.0,657.0,202275028,19.12513885408358,2.0005793499107765,0.5987654320987654,0.6352276357219999
2012,NYA,AL,E,162,95,804.0,668.0,196522289,19.096286412866338,2.2559284748689152,0.5864197530864198,0.5916093132230195
2013,NYA,AL,E,162,85,650.0,671.0,231978886,19.26215691686836,1.84146454106464,0.5246913580246914,0.4841069687341376
2014,NYA,AL,E,162,84,633.0,664.0,197543907,19.10147143152142,1.7488580305404822,0.5185185185185185,0.4761123356523702
2015,NYA,AL,E,162,87,764.0,698.0,212751957,19.175637523965346,1.996874896819159,0.5370370370370371,0.5450518255672798
2016,NYA,AL,E,162,84,680.0,702.0,222997792,19.222672428030084,1.7175042519674393,0.5185185185185185,0.48408507502062387
1985,NYN,NL,E,162,98,695.0,568.0,10834762,16.198270226859936,0.3975746547673743,0.6049382716049383,0.5995476938468242
1986,NYN,NL,E,162,108,783.0,578.0,15393714,16.5494698022368,1.08874594703562,0.6666666666666666,0.6472830201029801
1987,NYN,NL,E,162,92,823.0,698.0,13846714,16.4435585061302,0.6519371018426465,0.5679012345679012,0.5816314350902894
1988,NYN,NL,E,160,100,703.0,532.0,15269314,16.541355751496738,1.0332190219605655,0.625,0.6358569437993498
1989,NYN,NL,E,162,87,683.0,595.0,19885071,16.805479807148103,1.4847497404025358,0.5370370370370371,0.5685326514843135
1990,NYN,NL,E,162,91,775.0,613.0,21722834,16.89387452333975,1.1351743944729271,0.5617283950617284,0.6151461397755414
1991,NYN,NL,E,161,77,640.0,646.0,32590001,17.299516081498002,1.2169587578855592,0.4782608695652174,0.49533447169966477
1992,NYN,NL,E,162,72,599.0,653.0,44602002,17.613289303875238,1.1782975833813132,0.4444444444444444,0.456949096420066
1993,NYN,NL,E,162,59,672.0,744.0,39043667,17.480191244401365,0.717969561365027,0.36419753086419754,0.4492836676217765
1994,NYN,NL,E,113,55,506.0,526.0,30956583,17.248096232377726,-0.11542586076725896,0.48672566371681414,0.480627430957065
1995,NYN,NL,E,144,69,657.0,618.0,27674992,17.136039747489377,-0.505979666161703,0.4791666666666667,0.5305596424660111
1996,NYN,NL,E,162,71,746.0,779.0,24479500,17.01334659056321,-0.8909224801560512,0.4382716049382716,0.4783707838608441
1997,NYN,NL,E,162,88,777.0,709.0,39800400,17.499387520455418,0.13924902495010721,0.5432098765432098,0.5456648078018095
1998,NYN,NL,E,162,88,706.0,645.0,52077999,17.76825313346747,0.6445171665044023,0.5432098765432098,0.5450598768017444
1999,NYN,NL,E,163,97,853.0,711.0,65092092,17.991313625145775,0.7960212820616289,0.5950920245398773,0.5900505218427903
2000,NYN,NL,E,162,94,807.0,738.0,79509776,18.191390540618006,0.9968426296409337,0.5802469135802469,0.5445712952580206
2001,NYN,NL,E,162,82,642.0,713.0,93174428,18.349983864324972,1.0821817051433031,0.5061728395061729,0.4477449477639585
2002,NYN,NL,E,161,75,690.0,703.0,94633593,18.365523076695244,1.126384443908898,0.4658385093167702,0.490668436549594
2003,NYN,NL,E,161,66,642.0,754.0,116876429,18.576627772236346,1.4311196081040707,0.40993788819875776,0.4202838846514663
2004,NYN,NL,E,162,71,684.0,731.0,96660970,18.3867202595057,0.9939849652198325,0.4382716049382716,0.46682105771504573
2005,NYN,NL,E,162,83,722.0,648.0,101305821,18.433654430549222,1.0255986261782963,0.5123456790123457,0.5538574652460507
2006,NYN,NL,E,162,97,834.0,731.0,101084963,18.431471939001906,0.7922067858961057,0.5987654320987654,0.5655308447643215
2007,NYN,NL,E,162,88,804.0,750.0,115231663,18.56245512089161,0.9613665761949142,0.5432098765432098,0.5347071260534231
2008,NYN,NL,E,162,89,799.0,715.0,137793376,18.741265845722268,1.1861154332328727,0.5493827160493827,0.5553119014357712
2009,NYN,NL,E,162,70,671.0,757.0,149373987,18.821963699037095,1.63707874376192,0.43209876543209874,0.4399935502154814
2010,NYN,NL,E,162,79,656.0,652.0,134422942,18.7165016708906,1.1867784763768252,0.4876543209876543,0.5030580753764144
2011,NYN,NL,E,162,77,718.0,742.0,118847309,18.593350109528448,0.7802786590130805,0.47530864197530864,0.483566084600896
2012,NYN,NL,E,162,74,650.0,709.0,93353983,18.351909094422602,0.04048369992656305,0.4567901234567901,0.4566673980550833
2013,NYN,NL,E,162,74,619.0,684.0,49448346,17.7164391675464,-1.1591641776808534,0.4567901234567901,0.45023894939819065
2014,NYN,NL,E,162,79,629.0,618.0,85556990,18.264693261569,-0.35731954083337875,0.4876543209876543,0.5088204844611062
2015,NYN,NL,E,162,90,683.0,613.0,96766683,18.38781330911764,-0.4210429888455739,0.5555555555555556,0.5538552320072947
2016,NYN,NL,E,162,87,671.0,617.0,133889129,18.712522619912196,0.3654201085172551,0.5370370370370371,0.5418519008821441
1985,OAK,AL,W,162,77,757.0,787.0,9058606,16.019225803046357,-0.28045758443355,0.47530864197530864,0.4805772807857647
1986,OAK,AL,W,162,76,731.0,760.0,9779421,16.09579083780448,-0.5644603220048091,0.4691358024691358,0.4805573217046281
1987,OAK,AL,W,162,81,806.0,789.0,11680839,16.273460364976327,0.37558714007949884,0.5,0.5106570965690556
1988,OAK,AL,W,162,104,800.0,620.0,9690000,16.08660498386695,-0.41397258771331774,0.6419753086419753,0.6247559547051933
1989,OAK,AL,W,162,99,712.0,576.0,15613070,16.563618941956893,0.5781193802619382,0.6111111111111112,0.6044257916825639
1990,OAK,AL,W,162,103,733.0,570.0,19887501,16.80560200191102,0.7598024429460125,0.6358024691358025,0.6231684700222341
1991,OAK,AL,W,162,84,760.0,776.0,36999167,17.426405956841553,1.6374915438176467,0.5185185185185185,0.48958446349137463
1992,OAK,AL,W,162,96,745.0,672.0,41035000,17.52993591904595,0.9433959061184767,0.5925925925925926,0.5513809234767422
1993,OAK,AL,W,162,68,715.0,846.0,37812333,17.448145877216657,0.6227732817658296,0.41975308641975306,0.41666632706870177
1994,OAK,AL,W,114,51,549.0,589.0,34172500,17.346931785008945,0.23996775651851524,0.4473684210526316,0.4648939878640552
1995,OAK,AL,W,144,67,730.0,761.0,37739225,17.446210562452706,0.4718545813381998,0.4652777777777778,0.47921756873296456
1996,OAK,AL,W,162,78,861.0,900.0,21243000,16.87153798730202,-1.3351698947710198,0.48148148148148145,0.4778643491579112
1997,OAK,AL,W,162,65,764.0,946.0,24018500,16.994334924706124,-1.125734471951997,0.4012345679012346,0.39475940950026106
1998,OAK,AL,W,162,74,804.0,866.0,21303000,16.87435846583234,-1.3984381750179946,0.4567901234567901,0.46292535227002546
1999,OAK,AL,W,162,87,893.0,846.0,24431833,17.01139747111922,-1.3535639061272449,0.5370370370370371,0.527007299270073
2000,OAK,AL,W,161,91,947.0,813.0,31971333,17.28035021550618,-1.032785688820365,0.5652173913043478,0.5756975640944987
2001,OAK,AL,W,162,102,884.0,645.0,33810750,17.336289357224192,-1.474150443002528,0.6296296296296297,0.6525832142639424
2002,OAK,AL,W,162,103,800.0,654.0,40004167,17.504494181652372,-1.2858976164906581,0.6358024691358025,0.5994103300877761
2003,OAK,AL,W,162,96,768.0,643.0,50260834,17.73273668365474,-0.6660906377844821,0.5925925925925926,0.5878998039416988
2004,OAK,AL,W,162,91,793.0,742.0,59425667,17.900236795379765,-0.12140249480705469,0.5617283950617284,0.5331881198528421
2005,OAK,AL,W,162,88,772.0,658.0,55425762,17.830555061680666,-0.46890673526896787,0.5432098765432098,0.5792168311712546
2006,OAK,AL,W,162,93,771.0,727.0,62243079,17.946557906405165,-0.2884936683759143,0.5740740740740741,0.5293471775737553
2007,OAK,AL,W,162,76,741.0,758.0,79366940,18.189592466714174,0.10995746965530917,0.4691358024691358,0.4886605645021337
2008,OAK,AL,W,161,75,646.0,690.0,47967126,17.686026459238146,-1.216447366435796,0.4658385093167702,0.46710155179669943
2009,OAK,AL,W,162,75,759.0,761.0,61910000,17.941192275495414,-0.8320746891370728,0.46296296296296297,0.4986842128043407
2010,OAK,AL,W,162,81,663.0,626.0,55254900,17.827467582212414,-1.0451727263264128,0.5,0.528680790671662
2011,OAK,AL,W,162,74,645.0,679.0,66536500,18.013261227231293,-0.5508568174277912,0.4567901234567901,0.4743371650480124
2012,OAK,AL,W,162,94,713.0,614.0,55372500,17.829593638583567,-1.5140519083446444,0.5802469135802469,0.5741914351708053
2013,OAK,AL,W,162,96,767.0,625.0,60132500,17.912061018735535,-0.7794127353817915,0.5925925925925926,0.6009608607089081
2014,OAK,AL,W,162,88,729.0,572.0,72408400,18.09783287272535,-0.7773085189794078,0.5432098765432098,0.6189442422477799
2015,OAK,AL,W,162,68,694.0,729.0,79053501,18.185635409064098,-1.0415488725344808,0.41975308641975306,0.47541894643743765
2016,OAK,AL,W,162,69,653.0,761.0,86806234,18.279188997328124,-0.7830729627265512,0.42592592592592593,0.4240639264865295
1985,PHI,NL,E,162,75,667.0,673.0,10124966,16.13051481292655,0.140988305699765,0.46296296296296297,0.49552247782958236
1986,PHI,NL,E,161,86,739.0,713.0,11590166,16.26566753790534,0.05457041908775087,0.5341614906832298,0.5179005964968848
1987,PHI,NL,E,162,80,702.0,749.0,11514233,16.259094480247292,0.35224760404088207,0.49382716049382713,0.46764249552811005
1988,PHI,NL,E,162,65,597.0,734.0,13838000,16.442928989040894,0.7199872586896926,0.4012345679012346,0.3981489446079773
1989,PHI,NL,E,163,67,629.0,735.0,10604000,16.176741846391053,-0.8721132574395206,0.4110429447852761,0.4227538985282081
1990,PHI,NL,E,162,77,646.0,729.0,13173667,16.393730470802428,-0.9916488343966666,0.47530864197530864,0.43985551621753516
1991,PHI,NL,E,162,78,629.0,680.0,22487332,16.9284626863959,-0.012769914708470213,0.48148148148148145,0.4610980127989222
1992,PHI,NL,E,162,70,686.0,717.0,24383834,17.009430929702553,-0.5234610820032407,0.43209876543209874,0.4779152723967563
1993,PHI,NL,E,162,97,877.0,740.0,28538334,17.16675879409749,-0.2131354873806156,0.5987654320987654,0.5841209542738103
1994,PHI,NL,E,115,54,521.0,497.0,31599000,17.26863603248679,-0.04156869434533628,0.46956521739130436,0.5235625421930755
1995,PHI,NL,E,144,69,615.0,658.0,30555945,17.23506982366795,-0.19378072497060242,0.4791666666666667,0.4662600207843055
1996,PHI,NL,E,162,67,650.0,790.0,34314500,17.35107856333135,0.16709905228027572,0.41358024691358025,0.40368813300210205
1997,PHI,NL,E,162,68,668.0,840.0,36656500,17.417101323914117,-0.0668496695693407,0.41975308641975306,0.38740640931253384
1998,PHI,NL,E,162,75,713.0,808.0,36297500,17.40725942633998,-0.1805174253040254,0.46296296296296297,0.43778380393943334
1999,PHI,NL,E,162,77,841.0,846.0,31692500,17.27159061779502,-0.7827933030870612,0.47530864197530864,0.4970361848970869
2000,PHI,NL,E,162,65,708.0,830.0,47308000,17.672189972353145,-0.15983962389401427,0.4012345679012346,0.42117220819987833
2001,PHI,NL,E,162,86,746.0,719.0,41663833,17.545143996285816,-0.9474613622363609,0.5308641975308642,0.518423776196416
2002,PHI,NL,E,161,80,710.0,724.0,57954999,17.875177388050215,-0.24738142495172138,0.4968944099378882,0.4902380294784669
2003,PHI,NL,E,162,86,791.0,697.0,70780000,18.07508703288159,0.18470713671132732,0.5308641975308642,0.5629209439581103
2004,PHI,NL,E,162,86,840.0,781.0,92919167,18.34724050112548,0.903467546500765,0.5308641975308642,0.536349131663222
2005,PHI,NL,E,162,88,807.0,726.0,95522000,18.374867145412818,0.8799212845055457,0.5432098765432098,0.552690471644071
2006,PHI,NL,E,162,85,865.0,812.0,88273333,18.295948615431627,0.49017362640481893,0.5246913580246914,0.5315725197130656
2007,PHI,NL,E,162,89,892.0,821.0,89428213,18.308946772013808,0.3824957389035313,0.5493827160493827,0.5413766708284996
2008,PHI,NL,E,162,92,799.0,680.0,97879880,18.399251570546983,0.4074193524984509,0.5679012345679012,0.579942242058283
2009,PHI,NL,E,162,93,820.0,709.0,113004046,18.542934181345355,0.8548477663781436,0.5740740740740741,0.5722158727781319
2010,PHI,NL,E,162,97,772.0,640.0,141928379,18.77083311508713,1.3231794690534286,0.5987654320987654,0.5926745055609477
2011,PHI,NL,E,162,102,713.0,529.0,172976379,18.968665605567697,1.6415186980523513,0.6296296296296297,0.6449664429530201
2012,PHI,NL,E,162,81,684.0,680.0,174538938,18.977658415115787,1.9028632064002393,0.5,0.5029325261003422
2013,PHI,NL,E,162,73,610.0,749.0,169863189,18.950503900424607,1.2364672886005346,0.4506172839506173,0.39877783862625804
2014,PHI,NL,E,162,73,619.0,687.0,180944967,19.013703493273855,1.5279454043981666,0.4506172839506173,0.4480733923497012
2015,PHI,NL,E,162,63,626.0,809.0,111693000,18.531264594215376,0.019224549803840803,0.3888888888888889,0.3745146255054441
